path,artifact_type,description,rows,columns,bytes,sha256
raw/party_seat_differentials_all_years.csv,raw,"Party-level vote shares, seat shares, quotas, and seat differentials for all elections.",99,10,12124,fea053e5b41f327c7a0fe5cdc0e3b4ed5623d7ef9f090d58fad133c292a1cabf
tables/cabinet_interval_bridge_unidentified.csv,table,Cabinet intervals excluded from ideological bridge because their complete set is unidentified.,0,22,327,940e259ea080eb19b40ecc1dcf1790623587158c0607c9a608abd4481337c320
tables/ideological_universe_comparison.csv,table,"Primary and robustness counts, strongest cases, and endpoint-region sensitivity.",12,23,2405,daa94e0cfe9560560b205c89d608f397cb141a18f0cae0753aee64cbec141a42
tables/ideology_k_gap_summary.csv,table,seat_winning domain-minimal counts and strongest inversion.,6,22,1473,9458fb847b888ea0db7a837c8db46cd1e45f0e72a595d5c822208edb3560b4fc
tables/ideology_k_gap_summary_all_parties.csv,table,all_parties domain-minimal counts and strongest inversion.,6,22,1414,274c5db2e054527a208c9dc5d71e43a3a8992dbea2f4e1285b8b7ad693071995
tables/prose_analysis_summaries.csv,table,Raw aggregates from existing analysis CSVs; summary/metric/aggregation/universe/k/election keys and upstream selections. No TeX or display values.,144,12,39049,6ead71881d88f8dee7c657c9ada7239fd9beee41b2b69feaa5bf75ce94d6f62e
tables/report/party_fragmentation_summary.csv,table,Effective electoral and parliamentary party counts from the exact national party panel.,3,5,403,31fbaa1f8694713df15d92514d9b36d354e85dcde8e1eaf889c5ef88576b38a2
tables/report/party_size_cabinet_summary.csv,table,Party-size diagnostic: cabinet_size; descriptive accounting only.,8,10,1747,45883f728364aca7d58ca03660b8022b7185f3453c7d285e9b87dfdb240ae325
tables/report/party_size_correlations.csv,table,Party-size diagnostic: correlations; descriptive accounting only.,4,7,707,abf6bf466beee43fac59c4552e380d06fe4efd77a40c8a839250bb6688ca5332
tables/report/party_size_groups.csv,table,Party-size diagnostic: size_groups; descriptive accounting only.,16,13,3769,0ee03a2722a0a6f09180698efcaac9b6a53f371433570129fb482be0729afbda
tables/table_01_definitions_classification_rules.csv,table,"Definitions, thresholds, ideology classification rules, and vote-column rules.",10,3,795,a425b64f5d1add28ad9ee2ee5155a7016942c00f98a2e2fa06deb3b7ec5aa2bf
tables/table_01_selected_party_differentials.csv,table,Selected large positive and negative party-level seat differentials shown in manuscript Table 1.,15,6,495,10a13581a21e1d464ae0a9ff9c5641460639dac0fa3c140fd1c91e570e194d6b
tables/table_02_party_over_underrepresentation.csv,table,Top overrepresented and underrepresented parties by election.,30,9,1840,b09c0f9e72816495ee5343b8954348659a975149f4b38a8aa8e93972bc46e594
tables/table_03_observed_cabinet_coalitions.csv,table,Observed cabinet-period coalitions with rounded display columns.,53,18,9630,50bbb7ee78675952e8f5fff5d439c7441f1fb759e00484697bde793ca8d8c91e
tables/table_04_observed_cabinet_inversions_only.csv,table,"Observed cabinet-period coalition inversions with rounded q_C, d_C, and r_C display columns.",2,18,607,9d47f7a79e96e595a01a33d8df47ec62872d2554f9d2ba509dad6bfb7195a7e8
tables/table_05_ideological_interval_summary_by_election.csv,table,Legacy exact-connected interval diagnostic retained for baseline auditing; the manuscript summary uses ideology_k_gap_summary.csv.,3,5,142,080e419d8ada83403a8815a43f163bcfd1a6d523ceee57f7680c96c9bb92f04a
tables/table_06_minimal_ideological_interval_inversions.csv,table,"Endpoint-minimal ideological interval inversions with rounded q_C, d_C, and r_C display columns.",7,13,1211,f72c18afb9c0077ba54c5b74fec54a119b54100c00149adb5a9d2476c19bf560
tables/table_07_audit_vote_columns_crosswalk.csv,table,Audit table for selected vote columns and converted legend-vote checks.,5,7,843,2e172782c920f177cec57132b4854f5eb5a2a78cf087c0ba91a14165702406d0
tables/table_accounting_focal_cases.csv,table,Manuscript table source for selected focal accounting vectors.,6,68,11872,fbbaa04c141255d669bd780a50c863721c251664792267ace396ccaa87528e68
tables/table_accounting_gross_components.csv,table,Appendix table source for gross focal accounting components.,24,29,33131,ea88d0f9ce34ef7b9763ec3069b1a3e2c89aec244b42e2180f92a179e1712848
tables/table_accounting_minimal_ideological.csv,table,Manuscript table source for all endpoint-minimal ideological decompositions.,7,68,13906,ffca4ebf847f47a4902423a2c30fdbd3b4476dce3effefc4e17b32ef20c33a31
tables/table_accounting_selected_party_geography.csv,table,Appendix table source for selected party state geography.,17,28,21607,c1d40ee863e7cb3dfdbc84e61b242928dd72aac411d4eb431b20e4a43770aa70
tables/table_appendix_cabinet_composition.csv,table,Full cabinet-period composition and party transitions shown in the manuscript appendix.,53,45,37078,92abce80f534882f22ebab458931efe0d9a39775673dcb8b8140f03fe2aab433
tables/table_appendix_cabinet_interval_bridge.csv,table,Observed cabinet coalitions compared with connected ideological closures and nearest minimal connected intervals.,53,86,61348,4b5620696ff69e222195df1824e5bf1d30da01bfffa5622a922d2a861807172c
tables/table_appendix_cabinet_interval_bridge_all_parties.csv,table,"All-party robustness cabinet closures, gaps, and nearest intervals.",53,86,60813,2bdc2fe6ea19605529702b7c3848a77300e51c23bae3f3b71f1f7c9ebba467e4
tables/table_appendix_ideology_order.csv,table,"Full party ideology order, classification, score, and source labels shown in the manuscript appendix.",81,7,3278,c48850338378f42b5f9a368ed10e5e79bb85d3972dcf8c65d6e5a2dcf13262dc
tables/table_appendix_minimal_connected_winning_intervals.csv,table,Endpoint-minimal connected winning ideological intervals.,20,14,4193,452596f83cc37bc92758f4da060ec7f073f7991c417ac29c9276c3bccff68f55
tables/table_appendix_minimal_connected_winning_intervals_all_parties.csv,table,Complete all-party robustness minimal winning compositions.,20,14,4347,60543de0baaeea36f4cb745fe425cef164ce75fbf52ca70df3209b8cde909dd5
tables/table_cabinet_district_concentration.csv,table,Exact district concentration for inverted cabinet vectors; shared table/prose source.,2,14,1519,117ccda2123df79d6be673795e2cdfdb1615cfe6e8c7ef315207b8aead13e39c
tables/table_coalition_party_component_extremes.csv,table,Largest signed member-party A_i/B_i contributions for the existing focal appendix cases.,9,34,24058,ed7c6b2e84e4d2b29ff4f0c9841ed30fe79bca67f28c05be843bd34a595c3604
tables/table_coalition_party_contributions.csv,table,Appendix table source for selected focal coalition-party contribution vectors.,9,55,8067,1c9bf910a9652fce67bc68aef579240858754bda99047e4a76b7a11e614b0431
tables/table_inversion_party_contribution_extremes.csv,table,Largest positive and negative party accounting contributions by inversion.,2,8,454,bfa447b5d9900a0d617259ca379db47f2f258b3f54ee350a61a002e183749eeb
tables/table_observed_inversion_decomposition.csv,table,Manuscript summary of coalition quantities and decomposition components.,2,24,1184,6963d104c091087133edd1300e23b7c7214ee8b350ca76b6c20f4e34a6884ded
